PRODLIST-Ind 2022,NCM 2022 (SET/2022),PRODLIST Ind 2019,NCM 2019,PRODLIST Ind 2016,NCM 2016
,,2710.208,8501.10.11,,
,,2710.208,8501.10.19,,
,,2710.208,8501.10.21,,
,,2710.208,8501.10.29,,
,,2710.208,8501.10.30,,
,,2710.209,8501.20.00,,
,,2710.21,8501.31.10,,
,,2710.21,8501.32.10,,
,,2710.21,8501.33.10,,
,,2710.21,8501.34.11,,
,,2710.21,8501.34.19,,
,,2710.211,8501.40.11,,
,,2710.211,8501.40.19,,
,,2710.211,8501.40.21,,
,,2710.211,8501.40.29,,
,,2710.211,8501.51.10,,
,,2710.211,8501.51.20,,
,,2710.211,8501.51.90,,
,,2710.211,8501.52.10,,
,,2710.211,8501.52.20,,
,,2710.211,8501.52.90,,
,,2710.211,8501.53.10,,
,,2710.211,8501.53.20,,
,,2710.211,8501.53.30,,
,,2710.211,8501.53.90,,
,,2710.212,8503.00.10,,
,,2710.212,8503.00.90,,
,,2710.213,8504.90.40,,
,,2710.214,8503.00.10,,
,,2710.214,8503.00.90,,
,,2710.215,8504.90.30,,
,,2710.215,8504.90.90,,
,,2710.216,8504.21.00,,
,,2710.216,8504.22.00,,
,,2710.216,8504.23.00,,
,,2710.217,8504.31.11,,
,,2710.217,8504.31.19,,
,,2710.217,8504.31.91,,
,,2710.217,8504.31.92,,
,,2710.217,8504.31.99,,
,,2710.217,8504.32.11,,
,,2710.217,8504.32.19,,
,,2710.217,8504.32.21,,
,,2710.217,8504.32.29,,
,,2710.217,8504.33.00,,
,,2710.217,8504.34.00,,
,,2721.201,8507.10.10,,
,,2721.201,8507.10.90,,
,,2721.201,8507.20.10,,
,,2721.201,8507.20.90,,
,,2721.201,8507.30.11,,
,,2721.201,8507.30.19,,
,,2721.201,8507.30.90,,
,,2721.201,8507.40.00,,
,,2721.201,8507.50.00,,
,,2721.201,8507.60.00,,
,,2721.201,8507.80.00,,
,,2721.202,8506.90.00,,
,,2721.202,8507.90.10,,
,,2721.202,8507.90.20,,
,,2721.202,8507.90.90,,
,,2721.203,8506.10.10,,
,,2721.203,8506.10.20,,
,,2721.203,8506.10.30,,
,,2721.203,8506.30.10,,
,,2721.203,8506.30.90,,
,,2721.203,8506.40.10,,
,,2721.203,8506.40.90,,
,,2721.203,8506.50.10,,
,,2721.203,8506.50.90,,
,,2721.203,8506.60.10,,
,,2721.203,8506.60.90,,
,,2721.203,8506.80.10,,
,,2721.203,8506.80.90,,
,,2722.201,8507.10.10,,
,,2722.201,8507.10.90,,
,,2722.201,8507.20.10,,
,,2722.201,8507.20.90,,
,,2722.201,8507.30.11,,
,,2722.201,8507.30.19,,
,,2722.201,8507.30.90,,
,,2722.201,8507.40.00,,
,,2722.201,8507.50.00,,
,,2722.201,8507.60.00,,
,,2722.201,8507.80.00,,
,,2722.202,8507.90.10,,
,,2722.202,8507.90.20,,
,,2722.202,8507.90.90,,
,,2731.201,8535.90.00,,
,,2731.202,8535.10.00,,
,,2731.202,8535.21.00,,
,,2731.202,8535.29.00,,
,,2731.203,8535.40.10,,
,,2731.203,8535.40.90,,
,,2731.204,8538.10.00,,
,,2731.204,8538.90.10,,
,,2731.204,8538.90.20,,
,,2731.204,8538.90.90,,
,,2731.205,8537.10.11,,
,,2731.205,8537.10.19,,
,,2731.205,8537.10.20,,
,,2731.205,8537.10.30,,
,,2731.205,8537.10.90,,
,,2731.206,8537.20.10,,
,,2731.206,8537.20.90,,
,,2731.207,9032.89.11,,
,,2731.207,9032.89.19,,
,,2731.208,8535.30.13,,
,,2731.208,8535.30.17,,
,,2731.208,8535.30.18,,
,,2731.208,8535.30.19,,
,,2731.208,8535.30.23,,
,,2731.208,8535.30.27,,
,,2731.208,8535.30.28,,
,,2731.208,8535.30.29,,
,,2732.201,8536.30.10,,
,,2732.201,8536.30.90,,
,,2732.202,8536.90.20,,
,,2732.202,8536.90.90,,
,,2732.203,8536.90.10,,
,,2732.203,8536.90.60,,
,,2732.204,8536.70.00,,
,,2732.205,8536.20.00,,
,,2732.206,8536.10.00,,
,,2732.207,8536.50.30,,
,,2732.207,8536.50.90,,
,,2732.207,8536.90.50,,
,,2732.208,8538.90.90,,
,,2732.209,8536.49.00,,
,,2732.21,8536.41.00,,
,,2732.211,8536.61.00,,
,,2732.212,8536.69.10,,
,,2732.212,8536.69.90,,
,,2733.201,8544.20.00,,
,,2733.202,8544.70.10,,
,,2733.202,8544.70.20,,
,,2733.202,8544.70.30,,
,,2733.202,8544.70.90,,
,,2733.203,8544.49.00,,
,,2733.204,9001.10.11,,
,,2733.204,9001.10.19,,
,,2733.204,9001.10.20,,
,,2733.205,8544.49.00,,
,,2733.206,8544.60.00,,
,,2733.207,8544.42.00,,
,,2733.208,8544.11.00,,
,,2733.209,8544.19.10,,
,,2733.209,8544.19.90,,
,,2740.2005,8512.10.00,,
,,2740.201,9405.30.00,,
,,2740.201,9405.40.10,,
,,2740.201,9405.40.90,,
,,2740.202,9405.50.00,,
,,2740.203,8539.10.10,,
,,2740.203,8539.10.90,,
,,2740.204,8539.41.10,,
,,2740.204,8539.41.90,,
,,2740.204,8539.49.00,,
,,2740.205,8539.21.10,,
,,2740.205,8539.21.90,,
,,2740.205,8539.22.00,,
,,2740.205,8539.29.10,,
,,2740.205,8539.29.90,,
,,2740.206,8539.31.00,,
,,2740.207,8539.32.00,,
,,2740.2075,8539.50.00,,
,,2740.208,8539.39.00,,
,,2740.21,8513.10.10,,
,,2740.21,8513.10.90,,
,,2740.211,9405.10.10,,
,,2740.211,9405.10.91,,
,,2740.211,9405.10.92,,
,,2740.211,9405.10.93,,
,,2740.211,9405.10.99,,
,,2740.211,9405.20.00,,
,,2740.212,8513.90.00,,
,,2740.212,9405.99.00,,
,,2740.213,8504.90.20,,
,,2740.214,8539.90.10,,
,,2740.214,8539.90.20,,
,,2740.214,8539.90.90,,
,,2740.215,8504.10.00,,
,,2751.2005,7321.11.00,,
,,2751.2005,7321.12.00,,
,,2751.2005,7321.19.00,,
,,2751.2005,8516.60.00,,
,,2751.202,8516.50.00,,
,,2751.203,8450.11.00,,
,,2751.203,8450.12.00,,
,,2751.203,8450.19.00,,
,,2751.203,8451.21.00,,
,,2751.204,8422.11.00,,
,,2751.205,8422.90.10,,
,,2751.206,8450.90.90,,
,,2751.207,7321.90.00,,
,,2751.207,8516.90.00,,
,,2751.208,8516.90.00,,
,,2751.209,8418.99.00,,
,,2751.21,8418.10.00,,
,,2751.21,8418.21.00,,
,,2751.21,8418.29.00,,
,,2751.21,8418.30.00,,
,,2751.21,8418.40.00,,
,,2751.211,8450.19.00,,
,,2759.201,8516.21.00,,
,,2759.201,8516.29.00,,
,,2759.2027,7321.11.00,,
,,2759.2027,7321.12.00,,
,,2759.2027,7321.19.00,,
,,2759.2027,7321.81.00,,
,,2759.2027,7321.82.00,,
,,2759.2027,7321.89.00,,
,,2759.203,8516.10.00,,
,,2759.204,8508.11.00,,
,,2759.205,8510.10.00,,
,,2759.205,8510.20.00,,
,,2759.205,8510.30.00,,
,,2759.206,8516.71.00,,
,,2759.207,8516.10.00,,
,,2759.208,8414.60.00,,
,,2759.209,6301.10.00,,
,,2759.21,8509.80.10,,
,,2759.21,8509.80.90,,
,,2759.211,8516.40.00,,
,,2759.212,8421.21.00,,
,,2759.213,8516.60.00,,
,,2759.214,7322.90.10,,
,,2759.214,7322.90.90,,
,,2759.215,8516.79.10,,
,,2759.215,8516.79.20,,
,,2759.216,8516.90.00,,
,,2759.217,8508.70.00,,
,,2759.217,8509.90.00,,
,,2759.217,8516.90.00,,
,,2759.218,7321.90.00,,
,,2759.219,8510.90.11,,
,,2759.219,8510.90.19,,
,,2759.219,8510.90.20,,
,,2759.219,8510.90.90,,
,,2759.22,8516.80.10,,
,,2759.22,8516.80.90,,
,,2759.221,8516.31.00,,
,,2759.221,8516.32.00,,
,,2759.221,8516.33.00,,
,,2759.222,8516.72.00,,
,,2759.222,8516.79.90,,
,,2759.223,8509.40.10,,
,,2759.223,8509.40.20,,
,,2759.223,8509.40.30,,
,,2759.223,8509.40.40,,
,,2759.223,8509.40.50,,
,,2759.223,8509.40.90,,
,,2759.224,8414.51.10,,
,,2759.224,8414.51.20,,
,,2759.224,8414.51.90,,
,,2790.201,8505.20.10,,
,,2790.201,8505.20.90,,
,,2790.201,8505.90.80,,
,,2790.201,8505.90.90,,
,,2790.202,8543.70.11,,
,,2790.202,8543.70.12,,
,,2790.202,8543.70.13,,
,,2790.202,8543.70.14,,
,,2790.202,8543.70.15,,
,,2790.202,8543.70.19,,
,,2790.203,8531.10.10,,
,,2790.203,8531.10.90,,
,,2790.204,8531.80.00,,
,,2790.205,8530.10.10,,
,,2790.205,8530.10.90,,
,,2790.205,8530.80.10,,
,,2790.205,8530.80.90,,
,,2790.206,8543.30.00,,
,,2790.2063,8532.10.00,,
,,2790.2063,8532.21.11,,
,,2790.2063,8532.21.19,,
,,2790.2063,8532.21.20,,
,,2790.2063,8532.21.90,,
,,2790.2063,8532.22.00,,
,,2790.2063,8532.23.10,,
,,2790.2063,8532.23.90,,
,,2790.2063,8532.24.10,,
,,2790.2063,8532.24.20,,
,,2790.2063,8532.24.90,,
,,2790.2063,8532.25.10,,
,,2790.2063,8532.25.90,,
,,2790.2063,8532.29.10,,
,,2790.2063,8532.29.90,,
,,2790.2065,8532.30.10,,
,,2790.2065,8532.30.90,,
,,2790.207,8523.59.10,,
,,2790.2075,8526.92.00,,
,,2790.208,8548.10.10,,
,,2790.208,8548.10.90,,
,,2790.209,8545.11.00,,
,,2790.209,8545.19.10,,
,,2790.209,8545.19.20,,
,,2790.209,8545.19.90,,
,,2790.209,8545.20.00,,
,,2790.209,8545.90.10,,
,,2790.209,8545.90.20,,
,,2790.209,8545.90.30,,
,,2790.209,8545.90.90,,
,,2790.21,8505.90.10,,
,,2790.211,8543.70.50,,
,,2790.211,8543.70.91,,
,,2790.211,8543.70.99,,
,,2790.212,8543.20.00,,
,,2790.213,8505.11.00,,
,,2790.213,8505.19.10,,
,,2790.213,8505.19.90,,
,,2790.214,8546.90.00,,
,,2790.215,8543.70.31,,
,,2790.215,8543.70.32,,
,,2790.215,8543.70.33,,
,,2790.215,8543.70.34,,
,,2790.215,8543.70.35,,
,,2790.215,8543.70.36,,
,,2790.215,8543.70.39,,
,,2790.216,8543.70.99,,
,,2790.2175,8543.10.00,,
,,2790.2175,8543.70.20,,
,,2790.2175,8543.70.92,,
,,2790.2175,8543.70.99,,
,,2790.218,8504.90.10,,
,,2790.219,8531.20.00,,
,,2790.22,8530.90.00,,
,,2790.22,8531.90.00,,
,,2790.2205,8532.90.00,,
,,2790.221,8543.90.10,,
,,2790.221,8543.90.90,,
,,2790.221,8548.90.10,,
,,2790.221,8548.90.90,,
,,2790.2215,8533.90.00,,
,,2790.2218,8533.10.00,,
,,2790.2218,8533.21.10,,
,,2790.2218,8533.21.20,,
,,2790.2218,8533.21.90,,
,,2790.2218,8533.29.00,,
,,2790.2218,8533.31.10,,
,,2790.2218,8533.31.90,,
,,2790.2218,8533.39.10,,
,,2790.2218,8533.39.90,,
,,2790.2218,8533.40.11,,
,,2790.2218,8533.40.12,,
,,2790.2218,8533.40.13,,
,,2790.2218,8533.40.19,,
,,2790.2218,8533.40.91,,
,,2790.2218,8533.40.92,,
,,2790.2218,8533.40.99,,
,,2790.222,8543.70.40,,
,,2790.223,8547.90.00,,
,,2811.2015,8412.80.00,,
,,2811.2015,8412.80.00,,
,,2811.202,8408.20.10,,
,,2811.202,8408.20.20,,
,,2811.202,8408.20.30,,
,,2811.202,8408.20.90,,
,,2811.2025,8408.90.10,,
,,2811.2025,8408.90.90,,
,,2811.2028,8407.90.00,,
,,2811.203,8407.21.10,,
,,2811.203,8407.21.90,,
,,2811.203,8407.29.10,,
,,2811.203,8407.29.90,,
,,2811.203,8408.10.10,,
,,2811.203,8408.10.90,,
,,2811.208,8409.91.90,,
,,2811.208,8409.99.91,,
,,2811.208,8409.99.99,,
,,2811.209,8406.90.11,,
,,2811.209,8406.90.19,,
,,2811.209,8406.90.21,,
,,2811.209,8406.90.29,,
,,2811.209,8406.90.90,,
,,2811.21,8411.99.00,,
,,2811.21,8412.90.10,,
,,2811.21,8412.90.20,,
,,2811.21,8412.90.80,,
,,2811.21,8412.90.90,,
,,2811.211,8410.90.00,,
,,2811.212,8411.81.00,,
,,2811.212,8411.82.00,,
,,2811.213,8406.10.00,,
,,2811.213,8406.81.00,,
,,2811.213,8406.82.00,,
,,2811.214,8410.11.00,,
,,2811.214,8410.12.00,,
,,2811.214,8410.13.00,,
,,2812.201,8413.70.10,,
,,2812.201,8413.70.80,,
,,2812.201,8413.70.90,,
,,2812.202,8414.10.00,,
,,2812.202,8414.20.00,,
,,2812.203,8413.11.00,,
,,2812.203,8413.19.00,,
,,2812.203,8413.20.00,,
,,2812.203,8413.40.00,,
,,2812.203,8413.81.00,,
,,2812.203,8413.82.00,,
,,2812.204,8413.50.10,,
,,2812.204,8413.50.90,,
,,2812.205,8413.60.11,,
,,2812.205,8413.60.19,,
,,2812.205,8413.60.90,,
,,2812.206,8413.81.00,,
,,2812.207,8412.21.10,,
,,2812.207,8412.21.90,,
,,2812.207,8412.29.00,,
,,2812.208,8412.31.10,,
,,2812.208,8412.31.90,,
,,2812.208,8412.39.00,,
,,2812.209,8414.90.10,,
,,2812.21,8413.91.10,,
,,2812.21,8413.91.90,,
,,2812.21,8413.92.00,,
,,2812.211,8412.90.10,,
,,2812.211,8412.90.20,,
,,2812.211,8412.90.80,,
,,2812.211,8412.90.90,,
,,2813.201,8481.90.10,,
,,2813.201,8481.90.90,,
,,2813.202,8481.80.21,,
,,2813.203,8481.40.00,,
,,2813.204,8481.10.00,,
,,2813.205,8481.30.00,,
,,2813.206,8481.80.92,,
,,2813.207,8481.80.97,,
,,2813.208,8481.80.95,,
,,2813.209,8481.80.93,,
,,2813.21,8481.80.94,,
,,2813.211,8481.80.96,,
,,2813.212,8481.20.11,,
,,2813.212,8481.20.19,,
,,2813.212,8481.20.90,,
,,2813.2132,8481.80.11,,
,,2813.2132,8481.80.19,,
,,2813.2132,8481.80.29,,
,,2813.2132,8481.80.31,,
,,2813.2132,8481.80.39,,
,,2813.2132,8481.80.91,,
,,2813.2132,8481.80.99,,
,,2814.201,8414.30.11,,
,,2814.201,8414.30.19,,
,,2814.201,8414.30.91,,
,,2814.201,8414.30.99,,
,,2814.202,8414.40.10,,
,,2814.202,8414.40.20,,
,,2814.202,8414.40.90,,
,,2814.202,8414.80.22,,
,,2814.203,8414.80.11,,
,,2814.203,8414.80.12,,
,,2814.203,8414.80.13,,
,,2814.203,8414.80.19,,
,,2814.203,8414.80.29,,
,,2814.203,8414.80.90,,
,,2814.204,8414.80.31,,
,,2814.204,8414.80.32,,
,,2814.204,8414.80.33,,
,,2814.204,8414.80.38,,
,,2814.204,8414.80.39,,
,,2814.205,8414.90.31,,
,,2814.205,8414.90.32,,
,,2814.205,8414.90.33,,
,,2814.205,8414.90.34,,
,,2814.205,8414.90.39,,
,,2814.206,8414.80.21,,
,,2815.201,8483.40.10,,
,,2815.202,7315.11.00,,
,,2815.202,7315.12.10,,
,,2815.202,7315.12.90,,
,,2815.203,8483.60.11,,
,,2815.203,8483.60.19,,
,,2815.203,8483.60.90,,
,,2815.204,8483.40.90,,
,,2815.205,7315.19.00,,
,,2815.206,8483.90.00,,
,,2815.207,8482.91.11,,
,,2815.207,8482.91.19,,
,,2815.207,8482.91.20,,
,,2815.207,8482.91.30,,
,,2815.207,8482.91.90,,
,,2815.207,8482.99.10,,
,,2815.207,8482.99.90,,
,,2815.208,8482.10.10,,
,,2815.208,8482.10.90,,
,,2815.208,8482.20.10,,
,,2815.208,8482.20.90,,
,,2815.208,8482.30.00,,
,,2815.208,8482.40.00,,
,,2815.208,8482.50.10,,
,,2815.208,8482.50.90,,
,,2815.208,8482.80.00,,
,,2815.209,8483.10.11,,
,,2815.209,8483.10.19,,
,,2815.209,8483.10.20,,
,,2815.209,8483.10.30,,
,,2815.209,8483.10.40,,
,,2815.209,8483.10.50,,
,,2815.209,8483.10.90,,
,,2815.209,8483.20.00,,
,,2815.209,8483.30.10,,
,,2815.209,8483.30.21,,
,,2815.209,8483.30.29,,
,,2815.209,8483.30.90,,
,,2815.21,8483.50.10,,
,,2815.21,8483.50.90,,
,,2821.201,8419.89.40,,
,,2821.201,8419.89.91,,
,,2821.201,8419.89.99,,
,,2821.202,8419.11.00,,
,,2821.202,8419.19.90,,
,,2821.203,8419.19.10,,
,,2821.204,8419.89.20,,
,,2821.205,8514.20.11,,
,,2821.206,8514.10.10,,
,,2821.206,8514.10.90,,
,,2821.206,8514.20.19,,
,,2821.206,8514.20.20,,
,,2821.206,8514.30.11,,
,,2821.206,8514.30.19,,
,,2821.206,8514.30.21,,
,,2821.206,8514.30.29,,
,,2821.206,8514.30.90,,
,,2821.206,8514.40.00,,
,,2821.207,8417.10.10,,
,,2821.207,8417.10.20,,
,,2821.207,8417.10.90,,
,,2821.207,8417.80.10,,
,,2821.207,8417.80.20,,
,,2821.207,8417.80.90,,
,,2821.208,8419.90.20,,
,,2821.208,8419.90.31,,
,,2821.208,8419.90.90,,
,,2821.209,8419.90.40,,
,,2821.211,8514.90.00,,
,,2821.212,8417.90.00,,
,,2821.213,8416.90.00,,
,,2821.214,8419.90.10,,
,,2821.217,8416.10.00,,
,,2821.217,8416.20.10,,
,,2821.217,8416.20.90,,
,,2821.217,8416.30.00,,
,,2822.201,8428.20.10,,
,,2822.201,8428.20.90,,
,,2822.201,8428.32.00,,
,,2822.201,8428.33.00,,
,,2822.201,8428.39.10,,
,,2822.201,8428.39.20,,
,,2822.201,8428.39.30,,
,,2822.201,8428.39.90,,
,,2822.202,8428.90.10,,
,,2822.202,8428.90.20,,
,,2822.202,8428.90.30,,
,,2822.202,8428.90.90,,
,,2822.203,8431.41.00,,
,,2822.204,8426.11.00,,
,,2822.204,8426.12.00,,
,,2822.204,8426.19.00,,
,,2822.204,8426.20.00,,
,,2822.204,8426.30.00,,
,,2822.205,8428.10.00,,
,,2822.206,8428.10.00,,
,,2822.207,8427.10.11,,
,,2822.207,8427.10.19,,
,,2822.207,8427.10.90,,
,,2822.207,8427.20.10,,
,,2822.207,8427.20.90,,
,,2822.207,8427.90.00,,
,,2822.208,8428.40.00,,
,,2822.209,8428.90.90,,
,,2822.21,8425.41.00,,
,,2822.21,8425.42.00,,
,,2822.21,8425.49.10,,
,,2822.21,8425.49.90,,
,,2822.2115,8428.90.10,,
,,2822.2115,8428.90.20,,
,,2822.2115,8428.90.30,,
,,2822.2115,8428.90.90,,
,,2822.213,8426.41.10,,
,,2822.213,8426.41.90,,
,,2822.213,8426.49.10,,
,,2822.213,8426.49.90,,
,,2822.213,8426.91.00,,
,,2822.213,8426.99.00,,
,,2822.2135,8431.31.90,,
,,2822.2135,8431.39.00,,
,,2822.2135,8431.39.00,,
,,2822.215,8431.31.10,,
,,2822.216,8431.20.11,,
,,2822.216,8431.20.19,,
,,2822.216,8431.20.90,,
,,2822.218,8431.10.10,,
,,2822.218,8431.10.90,,
,,2822.218,8431.49.10,,
,,2822.219,8709.90.00,,
,,2822.22,8425.11.00,,
,,2822.22,8425.19.10,,
,,2822.22,8425.19.90,,
,,2822.22,8425.31.10,,
,,2822.22,8425.31.90,,
,,2822.22,8425.39.10,,
,,2822.22,8425.39.90,,
,,2822.221,8428.60.00,,
,,2822.222,8709.11.00,,
,,2822.222,8709.19.00,,
,,2823.201,8419.60.00,,
,,2823.202,8418.50.10,,
,,2823.203,8418.69.40,,
,,2823.204,8418.91.00,,
,,2823.205,8418.69.10,,
,,2823.206,8418.61.00,,
,,2823.206,8418.69.91,,
,,2823.206,8418.69.99,,
,,2823.2065,8418.50.90,,
,,2823.207,8418.69.99,,
,,2823.208,8418.99.00,,
,,2823.209,8414.90.20,,
,,2823.21,8419.89.91,,
,,2823.212,8418.69.20,,
,,2823.213,8418.69.31,,
,,2823.214,8418.69.32,,
,,2823.215,8414.59.10,,
,,2823.215,8414.59.90,,
,,2823.215,8414.80.90,,
,,2824.201,8415.10.11,,
,,2824.201,8415.10.19,,
,,2824.201,8415.10.90,,
,,2824.202,8415.20.10,,
,,2824.202,8415.20.90,,
,,2824.203,8415.81.10,,
,,2824.203,8415.81.90,,
,,2824.203,8415.82.10,,
,,2824.203,8415.82.90,,
,,2824.203,8415.83.00,,
,,2824.204,8415.90.10,,
,,2824.204,8415.90.20,,
,,2824.204,8415.90.90,,
,,2825.201,8479.89.99,,
,,2825.202,8479.89.99,,
,,2825.203,8479.89.99,,
,,2825.204,8479.89.99,,
,,2825.205,8479.90.90,,
,,2829.2015,8443.39.10,,
,,2829.2015,8443.39.21,,
,,2829.2015,8443.39.28,,
,,2829.2015,8443.39.29,,
,,2829.2015,8443.39.30,,
,,2829.2015,8443.39.90,,
,,2829.202,8419.40.10,,
,,2829.202,8419.40.20,,
,,2829.202,8419.40.90,,
,,2829.203,8421.21.00,,
,,2829.203,8421.22.00,,
,,2829.203,8421.23.00,,
,,2829.203,8421.29.11,,
,,2829.203,8421.29.19,,
,,2829.203,8421.29.20,,
,,2829.203,8421.29.30,,
,,2829.203,8421.29.90,,
,,2829.204,8419.81.90,,
,,2829.205,8424.89.10,,
,,2829.205,8424.89.20,,
,,2829.205,8424.89.90,,
,,2829.207,8423.10.00,,
,,2829.207,8423.20.00,,
,,2829.207,8423.30.11,,
,,2829.207,8423.30.19,,
,,2829.207,8423.30.90,,
,,2829.207,8423.81.10,,
,,2829.207,8423.81.90,,
,,2829.207,8423.82.00,,
,,2829.207,8423.89.00,,
,,2829.2083,8420.10.90,,
,,2829.2085,8420.10.10,,
,,2829.2087,8420.10.90,,
,,2829.21,9508.10.00,,
,,2829.21,9508.90.10,,
,,2829.21,9508.90.20,,
,,2829.21,9508.90.30,,
,,2829.21,9508.90.90,,
,,2829.211,8421.19.10,,
,,2829.212,8421.19.90,,
,,2829.213,8419.89.11,,
,,2829.213,8419.89.19,,
,,2829.214,8424.10.00,,
,,2829.215,8421.31.00,,
,,2829.216,8421.39.10,,
,,2829.216,8421.39.30,,
,,2829.216,8421.39.90,,
,,2829.218,8405.10.00,,
,,2829.2185,8421.29.11,,
,,2829.2185,8421.29.19,,
,,2829.219,8484.10.00,,
,,2829.219,8484.20.00,,
,,2829.219,8484.90.00,,
,,2829.22,8479.71.00,,
,,2829.22,8479.79.00,,
,,2829.22,8479.89.99,,
,,2829.22,8508.19.00,,
,,2829.22,8508.60.00,,
,,2829.221,8476.21.00,,
,,2829.221,8476.29.00,,
,,2829.221,8476.81.00,,
,,2829.221,8476.89.10,,
,,2829.221,8476.89.90,,
,,2829.2215,8470.10.00,,
,,2829.2215,8470.21.00,,
,,2829.2215,8470.29.00,,
,,2829.2225,8470.30.00,,
,,2829.2225,8470.50.11,,
,,2829.2225,8470.50.19,,
,,2829.2225,8470.50.90,,
,,2829.2225,8470.90.10,,
,,2829.2225,8470.90.90,,
,,2829.224,8422.19.00,,
,,2829.225,8424.30.20,,
,,2829.225,8424.30.30,,
,,2829.225,8424.30.90,,
,,2829.227,8424.30.10,,
,,2829.2276,8443.12.00,,
,,2829.2276,8472.10.00,,
,,2829.2276,8472.30.10,,
,,2829.2276,8472.30.20,,
,,2829.2276,8472.30.30,,
,,2829.2276,8472.30.90,,
,,2829.2276,8472.90.40,,
,,2829.2276,8472.90.91,,
,,2829.2276,8472.90.99,,
,,2829.2276,8472.90.99,,
,,2829.228,8424.89.90,,
,,2829.229,8422.30.10,,
,,2829.229,8422.30.21,,
,,2829.229,8422.30.22,,
,,2829.229,8422.30.23,,
,,2829.229,8422.30.29,,
,,2829.229,8422.30.30,,
,,2829.229,8422.40.10,,
,,2829.229,8422.40.20,,
,,2829.229,8422.40.30,,
,,2829.229,8422.40.90,,
,,2829.231,8424.89.90,,
,,2829.232,8422.20.00,,
,,2829.233,8419.90.40,,
,,2829.2335,8472.90.30,,
,,2829.2335,8472.90.51,,
,,2829.2335,8472.90.59,,
,,2829.2335,8472.90.91,,
,,2829.2335,8472.90.99,,
,,2829.234,8421.91.99,,
,,2829.234,8421.99.10,,
,,2829.234,8421.99.91,,
,,2829.234,8421.99.99,,
,,2829.2345,8420.91.00,,
,,2829.2345,8420.99.00,,
,,2829.235,8405.90.00,,
,,2829.236,8476.90.00,,
,,2829.237,8422.90.90,,
,,2829.238,8422.90.90,,
,,2829.239,8422.90.90,,
,,2829.24,8487.90.00,,
,,2829.241,7321.90.00,,
,,2829.2415,8443.91.10,,
,,2829.2415,8443.99.11,,
,,2829.2415,8443.99.12,,
,,2829.2415,8443.99.19,,
,,2829.2415,8443.99.21,,
,,2829.2415,8443.99.22,,
,,2829.2415,8443.99.29,,
,,2829.2415,8443.99.31,,
,,2829.2415,8443.99.32,,
,,2829.2415,8443.99.33,,
,,2829.2415,8443.99.39,,
,,2829.2415,8443.99.41,,
,,2829.2415,8443.99.42,,
,,2829.2415,8443.99.49,,
,,2829.2415,8443.99.50,,
,,2829.2415,8443.99.60,,
,,2829.2415,8443.99.70,,
,,2829.2415,8443.99.80,,
,,2829.2415,8443.99.90,,
,,2829.242,8419.90.39,,
,,2829.2425,8421.99.20,,
,,2829.2435,8473.40.10,,
,,2829.2435,8473.40.70,,
,,2829.2435,8473.40.90,,
,,2829.2445,8473.21.00,,
,,2829.2445,8473.29.10,,
,,2829.2445,8473.29.20,,
,,2829.2445,8473.29.90,,
,,2829.2445,8473.40.90,,
,,2829.245,8423.90.10,,
,,2829.245,8423.90.21,,
,,2829.245,8423.90.29,,
,,2829.246,8424.20.00,,
,,2829.247,8421.91.91,,
,,2829.251,8419.50.10,,
,,2829.251,8419.50.21,,
,,2829.251,8419.50.22,,
,,2829.251,8419.50.29,,
,,2829.251,8419.50.90,,
,,2831.201,8707.90.10,,
,,2831.202,8708.29.11,,
,,2831.202,8708.29.12,,
,,2831.202,8708.29.13,,
,,2831.202,8708.29.14,,
,,2831.202,8708.29.19,,
,,2831.202,8708.30.11,,
,,2831.202,8708.40.11,,
,,2831.202,8708.40.19,,
,,2831.202,8708.50.11,,
,,2831.202,8708.50.12,,
,,2831.202,8708.50.19,,
,,2831.202,8708.50.91,,
,,2831.202,8708.50.99,,
,,2831.202,8708.70.10,,
,,2831.202,8708.80.00,,
,,2831.202,8708.91.00,,
,,2831.202,8708.92.00,,
,,2831.202,8708.93.00,,
,,2831.202,8708.94.11,,
,,2831.202,8708.94.12,,
,,2831.202,8708.94.13,,
,,2831.202,8708.99.90,,
,,2831.203,8701.10.00,,
,,2831.203,8701.91.00,,
,,2831.203,8701.92.00,,
,,2831.203,8701.93.00,,
,,2831.203,8701.94.90,,
,,2831.203,8701.95.90,,
,,2832.201,8424.82.21,,
,,2832.201,8424.82.29,,
,,2832.202,8424.90.10,,
,,2832.202,8424.90.90,,
,,2833.201,8432.10.00,,
,,2833.201,8432.21.00,,
,,2833.201,8432.29.00,,
,,2833.2025,8433.20.10,,
,,2833.2025,8433.20.90,,
,,2833.203,8436.21.00,,
,,2833.204,8433.11.00,,
,,2833.204,8433.19.00,,
,,2833.205,8434.10.00,,
,,2833.206,8424.41.00,,
,,2833.206,8424.49.00,,
,,2833.206,8424.82.90,,
,,2833.207,8433.30.00,,
,,2833.207,8433.40.00,,
,,2833.208,8433.60.10,,
,,2833.208,8433.60.21,,
,,2833.208,8433.60.29,,
,,2833.208,8433.60.90,,
,,2833.209,8437.10.00,,
,,2833.21,8436.10.00,,
,,2833.211,8432.80.00,,
,,2833.212,8436.80.00,,
,,2833.213,8436.29.00,,
,,2833.2145,8433.51.00,,
,,2833.2145,8433.52.00,,
,,2833.2145,8433.53.00,,
,,2833.2145,8433.59.11,,
