PRODLIST-Ind 2022,NCM 2022 (SET/2022),PRODLIST Ind 2019,NCM 2019,PRODLIST Ind 2016,NCM 2016
,,,,2051.2215,2931.90.45
,,,,2051.2215,2930.20.24
,,,,2051.2215,2920.90.22
,,,,2051.2215,2920.90.22
,,,,2051.2215,2930.20.24
,,,,2051.2215,2931.90.43
,,,,2051.2215,2931.90.45
,,,,2051.2215,2932.20.00
,,,,2051.2228,2916.20.14
,,,,2051.2228,2920.19.10
,,,,2051.2228,2920.90.21
,,,,2051.2228,2924.12.30
,,,,2051.2228,2926.90.23
,,,,2051.2228,2926.90.24
,,,,2051.2228,2930.50.20
,,,,2051.2228,2930.90.43
,,,,2051.2228,2930.90.52
,,,,2051.2228,2930.90.57
,,,,2051.2228,2930.90.61
,,,,2051.2228,2932.99.14
,,,,2051.2228,2933.39.22
,,,,2051.222,2827.41.10
,,,,2051.222,2827.41.20
,,,,2051.222,2930.90.22
,,,,2051.222,2933.99.61
,,,,2051.222,2933.99.99
,,,,2051.222,3824.90.86
,,,,2051.211,3808.50.21
,,,,2051.211,3808.50.29
,,,,2051.211,3808.92.20
,,,,2051.211,3808.92.91
,,,,2051.211,3808.92.92
,,,,2051.211,3808.92.93
,,,,2051.211,3808.92.94
,,,,2051.211,3808.92.95
,,,,2051.211,3808.92.96
,,,,2051.211,3808.92.97
,,,,2051.211,3808.92.99
,,,,2051.213,3808.50.21
,,,,2051.213,3808.50.29
,,,,2051.213,3808.93.21
,,,,2051.213,3808.93.22
,,,,2051.213,3808.93.23
,,,,2051.213,3808.93.24
,,,,2051.213,3808.93.25
,,,,2051.213,3808.93.26
,,,,2051.213,3808.93.27
,,,,2051.213,3808.93.28
,,,,2051.213,3808.93.29
,,,,2051.213,3808.93.31
,,,,2051.213,3808.93.33
,,,,2051.213,3808.93.51
,,,,2051.213,3808.93.52
,,,,2051.213,3808.93.59
,,,,2051.215,3808.50.21
,,,,2051.215,3808.50.29
,,,,2051.215,3808.91.20
,,,,2051.215,3808.91.91
,,,,2051.215,3808.91.92
,,,,2051.215,3808.91.93
,,,,2051.215,3808.91.94
,,,,2051.215,3808.91.95
,,,,2051.215,3808.91.96
,,,,2051.215,3808.91.97
,,,,2051.215,3808.91.98
,,,,2051.215,3808.91.99
,,,,2051.222,3824.90.86
,,,,2051.222,2827.41.10
,,,,2051.222,2827.41.20
,,,,2051.222,2930.90.22
,,,,2051.222,2933.99.61
,,,,2051.222,2933.99.99
,,,,2051.2228,2932.99.14
,,,,2051.2228,2926.90.23
,,,,2051.2228,2926.90.24
,,,,2051.2228,2933.39.22
,,,,2051.2228,2920.19.10
,,,,2051.2228,2920.90.21
,,,,2051.2228,2930.50.20
,,,,2051.2228,2930.90.52
,,,,2051.2228,2930.90.57
,,,,2051.2228,2930.90.61
,,,,2051.2228,2924.12.30
,,,,2051.2228,2916.20.14
,,,,2051.2228,2930.90.43
,,,,2051.225,3808.50.21
,,,,2051.225,3808.50.29
,,,,2051.225,3808.99.20
,,,,2051.225,3808.99.91
,,,,2051.225,3808.99.92
,,,,2051.225,3808.99.93
,,,,2051.225,3808.99.94
,,,,2051.225,3808.99.95
,,,,2051.225,3808.99.96
,,,,2051.225,3808.99.99
,,,,2052.201,3808.50.10
,,,,2052.201,3808.92.11
,,,,2052.201,3808.92.19
,,,,2052.202,3808.50.10
,,,,2052.202,3808.93.11
,,,,2052.202,3808.93.19
,,,,2052.202,3808.93.32
,,,,2052.202,3808.93.41
,,,,2052.202,3808.93.49
,,,,2052.203,3808.50.10
,,,,2052.203,3808.91.11
,,,,2052.203,3808.91.19
,,,,2052.204,3808.50.10
,,,,2052.204,3808.99.11
,,,,2052.204,3808.99.19
,,,,2061.201,3402.11.10
,,,,2061.201,3402.11.20
,,,,2061.201,3402.11.30
,,,,2061.201,3402.11.40
,,,,2061.201,3402.11.90
,,,,2061.201,3402.12.10
,,,,2061.201,3402.12.90
,,,,2061.201,3402.13.00
,,,,2061.201,3402.19.00
,,,,2061.202,1520.00.20
,,,,2061.203,3402.90.90
,,,,2061.204,1520.00.10
,,,,2061.204,2905.45.00
,,,,2061.205,3401.20.90
,,,,2061.205,3402.90.31
,,,,2061.205,3402.90.39
,,,,2061.2075,3402.20.00
,,,,2061.2075,3402.90.90
,,,,2061.2095,3401.19.00
,,,,2061.21,3401.20.90
,,,,2061.21,3402.20.00
,,,,2062.201,3404.20.10
,,,,2062.201,3404.90.13
,,,,2062.201,3404.90.14
,,,,2062.201,3404.90.19
,,,,2062.202,3404.20.20
,,,,2062.202,3404.90.21
,,,,2062.202,3404.90.29
,,,,2062.203,3808.94.11
,,,,2062.203,3808.94.19
,,,,2062.204,3808.94.21
,,,,2062.204,3808.94.22
,,,,2062.204,3808.94.29
,,,,2062.205,3405.20.00
,,,,2062.206,3405.40.00
,,,,2062.207,3405.10.00
,,,,2062.208,3405.30.00
,,,,2062.209,3405.90.00
,,,,2062.21,3307.41.00
,,,,2062.21,3307.49.00
,,,,2063.201,3303.00.20
,,,,2063.202,3305.90.00
,,,,2063.203,3304.99.10
,,,,2063.204,3305.90.00
,,,,2063.205,3306.10.00
,,,,2063.206,3307.20.90
,,,,2063.207,3307.20.10
,,,,2063.208,3306.20.00
,,,,2063.209,3305.30.00
,,,,2063.209,3305.90.00
,,,,2063.21,3401.19.00
,,,,2063.211,3303.00.10
,,,,2063.212,3304.91.00
,,,,2063.213,3305.90.00
,,,,2063.214,3307.10.00
,,,,2063.216,3304.30.00
,,,,2063.217,3305.20.00
,,,,2063.218,3304.99.90
,,,,2063.219,3304.10.00
,,,,2063.22,3304.20.10
,,,,2063.22,3304.20.90
,,,,2063.221,3307.90.00
,,,,2063.222,3401.11.10
,,,,2063.223,3401.11.90
,,,,2063.223,3401.20.10
,,,,2063.223,3401.30.00
,,,,2063.224,3307.30.00
,,,,2063.225,3305.90.00
,,,,2063.226,3305.10.00
,,,,2071.201,3207.20.10
,,,,2071.201,3207.20.91
,,,,2071.201,3207.20.99
,,,,2071.202,3207.30.00
,,,,2071.202,3207.40.10
,,,,2071.202,3207.40.90
,,,,2071.203,3207.10.10
,,,,2071.203,3207.10.90
,,,,2071.204,3210.00.30
,,,,2071.205,3212.10.00
,,,,2071.205,3212.90.10
,,,,2071.205,3212.90.90
,,,,2071.206,3209.10.10
,,,,2071.206,3209.10.20
,,,,2071.206,3209.90.11
,,,,2071.206,3209.90.19
,,,,2071.206,3209.90.20
,,,,2071.207,3209.10.10
,,,,2071.207,3209.10.20
,,,,2071.207,3209.90.11
,,,,2071.207,3209.90.19
,,,,2071.207,3209.90.20
,,,,2071.208,3209.10.10
,,,,2071.208,3209.10.20
,,,,2071.208,3209.90.11
,,,,2071.208,3209.90.19
,,,,2071.208,3209.90.20
,,,,2071.209,3209.10.10
,,,,2071.209,3209.10.20
,,,,2071.209,3209.90.11
,,,,2071.209,3209.90.19
,,,,2071.209,3209.90.20
,,,,2071.21,3208.10.10
,,,,2071.21,3208.10.20
,,,,2071.21,3208.10.30
,,,,2071.21,3208.20.11
,,,,2071.21,3208.20.19
,,,,2071.21,3208.20.20
,,,,2071.21,3208.20.30
,,,,2071.21,3208.90.10
,,,,2071.21,3208.90.21
,,,,2071.21,3208.90.29
,,,,2071.21,3208.90.31
,,,,2071.21,3208.90.39
,,,,2071.211,3208.10.10
,,,,2071.211,3208.10.20
,,,,2071.211,3208.10.30
,,,,2071.211,3208.20.11
,,,,2071.211,3208.20.19
,,,,2071.211,3208.20.20
,,,,2071.211,3208.20.30
,,,,2071.211,3208.90.10
,,,,2071.211,3208.90.21
,,,,2071.211,3208.90.29
,,,,2071.211,3208.90.31
,,,,2071.211,3208.90.39
,,,,2071.212,3208.10.10
,,,,2071.212,3208.10.20
,,,,2071.212,3208.10.30
,,,,2071.212,3208.20.11
,,,,2071.212,3208.20.19
,,,,2071.212,3208.20.20
,,,,2071.212,3208.20.30
,,,,2071.212,3208.90.10
,,,,2071.212,3208.90.21
,,,,2071.212,3208.90.29
,,,,2071.212,3208.90.31
,,,,2071.212,3208.90.39
,,,,2071.213,3210.00.10
,,,,2071.213,3210.00.20
,,,,2072.202,3215.11.00
,,,,2072.202,3215.19.00
,,,,2073.2027,3214.10.10
,,,,2073.2027,3214.90.00
,,,,2073.2025,3214.10.20
,,,,2073.205,3211.00.00
,,,,2073.206,3814.00.10
,,,,2073.206,3814.00.20
,,,,2073.206,3814.00.30
,,,,2073.206,3814.00.90
,,,,2091.201,3506.91.10
,,,,2091.202,3506.91.20
,,,,2091.203,3506.10.10
,,,,2091.2045,3501.90.20
,,,,2091.205,3503.00.90
,,,,2091.206,3505.20.00
,,,,2091.206,3506.10.90
,,,,2091.206,3506.91.90
,,,,2091.206,3506.99.00
,,,,2092.201,2904.20.41
,,,,2092.202,3603.00.00
,,,,2092.203,3602.00.00
,,,,2092.204,3604.10.00
,,,,2092.204,3604.90.10
,,,,2092.204,3604.90.90
,,,,2092.205,3605.00.00
,,,,2092.206,2920.90.32
,,,,2092.206,2920.90.33
,,,,2092.207,3601.00.00
,,,,2093.202,3812.10.00
,,,,2093.203,2918.14.00
,,,,2093.203,2918.15.00
,,,,2093.205,2918.11.00
,,,,2093.206,2918.12.00
,,,,2093.206,2918.13.10
,,,,2093.206,2918.13.20
,,,,2093.207,3824.40.00
,,,,2093.208,3811.90.90
,,,,2093.209,3302.90.90
,,,,2093.21,3811.21.10
,,,,2093.21,3811.21.20
,,,,2093.21,3811.21.30
,,,,2093.21,3811.21.40
,,,,2093.21,3811.21.50
,,,,2093.21,3811.21.90
,,,,2093.21,3811.29.10
,,,,2093.21,3811.29.20
,,,,2093.21,3811.29.90
,,,,2093.21,3811.90.10
,,,,2093.211,3301.90.30
,,,,2093.211,3301.90.40
,,,,2093.212,3824.90.51
,,,,2093.213,3812.30.11
,,,,2093.213,3812.30.12
,,,,2093.213,3812.30.13
,,,,2093.213,3812.30.19
,,,,2093.213,3812.30.21
,,,,2093.213,3812.30.29
,,,,2093.2135,3501.90.11
,,,,2093.2135,3501.90.19
,,,,2093.214,2930.90.12
,,,,2093.215,2921.51.31
,,,,2093.215,2921.51.32
,,,,2093.215,2921.51.33
,,,,2093.215,2921.51.35
,,,,2093.216,2909.19.10
,,,,2093.217,2920.90.17
,,,,2093.2195,2922.41.10
,,,,2093.2195,2922.41.90
,,,,2093.2195,2922.42.10
,,,,2093.2195,2922.42.20
,,,,2093.22,2918.29.22
,,,,2093.221,2930.40.10
,,,,2093.221,2930.40.90
,,,,2093.222,3302.90.11
,,,,2093.222,3302.90.19
,,,,2093.222,3302.90.90
,,,,2093.223,3302.10.00
,,,,2093.224,2834.10.10
,,,,2093.227,3301.13.00
,,,,2093.227,3301.19.10
,,,,2093.227,3301.19.90
,,,,2093.228,3301.12.10
,,,,2093.228,3301.12.90
,,,,2093.2295,3301.24.00
,,,,2093.2295,3301.25.10
,,,,2093.2295,3301.25.20
,,,,2093.2295,3301.25.90
,,,,2093.2295,3301.29.11
,,,,2093.2295,3301.29.12
,,,,2093.2295,3301.29.13
,,,,2093.2295,3301.29.14
,,,,2093.2295,3301.29.15
,,,,2093.2295,3301.29.16
,,,,2093.2295,3301.29.17
,,,,2093.2295,3301.29.18
,,,,2093.2295,3301.29.19
,,,,2093.2295,3301.29.21
,,,,2093.2295,3301.29.22
,,,,2093.2295,3301.29.90
,,,,2093.23,3507.90.26
,,,,2093.231,3812.20.00
,,,,2093.233,3824.90.81
,,,,2093.234,3204.19.12
,,,,2093.234,3204.19.13
,,,,2093.235,3403.11.90
,,,,2093.235,3403.19.00
,,,,2093.235,3403.91.90
,,,,2093.235,3403.99.00
,,,,2093.236,3403.11.10
,,,,2093.236,3403.11.20
,,,,2093.236,3403.91.10
,,,,2093.236,3403.91.20
,,,,2093.237,3809.10.10
,,,,2093.237,3809.10.90
,,,,2093.237,3809.91.10
,,,,2093.237,3809.91.20
,,,,2093.237,3809.91.30
,,,,2093.237,3809.91.41
,,,,2093.237,3809.91.49
,,,,2093.237,3809.91.90
,,,,2093.237,3809.92.11
,,,,2093.237,3809.92.19
,,,,2093.237,3809.92.90
,,,,2093.237,3809.93.11
,,,,2093.237,3809.93.19
,,,,2093.237,3809.93.90
,,,,2093.238,3301.30.00
,,,,2093.2385,2923.10.00
,,,,2093.2385,2923.20.00
,,,,2093.2385,2923.90.10
,,,,2093.2385,2923.90.20
,,,,2093.2385,2923.90.30
,,,,2093.2385,2923.90.40
,,,,2093.2385,2923.90.50
,,,,2093.2385,2923.90.60
,,,,2093.2385,2923.90.90
,,,,2093.24,3301.90.10
,,,,2093.241,2916.19.11
,,,,2093.242,3301.90.20
,,,,2093.244,2835.31.10
,,,,2094.201,3815.11.00
,,,,2094.201,3815.12.10
,,,,2094.201,3815.12.20
,,,,2094.201,3815.12.90
,,,,2094.2025,2909.60.11
,,,,2094.2025,2909.60.12
,,,,2094.2025,2909.60.13
,,,,2094.2025,2909.60.19
,,,,2094.204,3815.19.00
,,,,2094.204,3815.90.92
,,,,2094.204,3815.90.99
,,,,2094.205,2825.30.10
,,,,2094.206,3815.90.10
,,,,2094.206,3815.90.91
,,,,2094.207,2931.90.61
,,,,2094.207,2931.90.62
,,,,2099.201,3824.10.00
,,,,2099.2015,3407.00.20
,,,,2099.2015,3407.00.90
,,,,2099.202,3701.10.10
,,,,2099.202,3701.10.21
,,,,2099.202,3701.10.29
,,,,2099.202,3701.20.10
,,,,2099.202,3701.20.20
,,,,2099.202,3701.30.10
,,,,2099.202,3701.30.21
,,,,2099.202,3701.30.22
,,,,2099.202,3701.30.29
,,,,2099.202,3701.30.31
,,,,2099.202,3701.30.39
,,,,2099.202,3701.30.40
,,,,2099.202,3701.30.50
,,,,2099.202,3701.30.90
,,,,2099.202,3701.91.00
,,,,2099.202,3701.99.00
,,,,2099.203,2852.10.13
,,,,2099.204,3813.00.10
,,,,2099.204,3813.00.20
,,,,2099.204,3813.00.30
,,,,2099.204,3813.00.40
,,,,2099.204,3813.00.90
,,,,2099.205,3818.00.10
,,,,2099.205,3818.00.90
,,,,2099.206,3702.10.10
,,,,2099.206,3702.10.20
,,,,2099.206,3702.31.00
,,,,2099.206,3702.32.00
,,,,2099.206,3702.39.00
,,,,2099.206,3702.41.00
,,,,2099.206,3702.42.10
,,,,2099.206,3702.42.90
,,,,2099.206,3702.43.10
,,,,2099.206,3702.43.20
,,,,2099.206,3702.43.90
,,,,2099.206,3702.44.10
,,,,2099.206,3702.44.21
,,,,2099.206,3702.44.22
,,,,2099.206,3702.44.29
,,,,2099.206,3702.52.00
,,,,2099.206,3702.53.00
,,,,2099.206,3702.54.11
,,,,2099.206,3702.54.12
,,,,2099.206,3702.54.19
,,,,2099.206,3702.54.91
,,,,2099.206,3702.54.99
,,,,2099.206,3702.55.10
,,,,2099.206,3702.55.90
,,,,2099.206,3702.56.00
,,,,2099.206,3702.96.00
,,,,2099.206,3702.97.00
,,,,2099.206,3702.98.00
,,,,2099.207,3810.10.10
,,,,2099.207,3810.10.20
,,,,2099.207,3810.90.00
,,,,2099.208,1518.00.10
,,,,2099.208,1518.00.90
,,,,2099.209,3819.00.00
,,,,2099.21,3407.00.10
,,,,2099.211,3821.00.00
,,,,2099.212,3703.10.10
,,,,2099.212,3703.10.21
,,,,2099.212,3703.10.29
,,,,2099.212,3703.20.00
,,,,2099.212,3703.90.10
,,,,2099.212,3703.90.90
,,,,2099.213,3504.00.11
,,,,2099.213,3504.00.19
,,,,2099.213,3504.00.30
,,,,2099.213,3504.00.90
,,,,2099.214,3820.00.00
,,,,2099.215,3811.11.00
,,,,2099.215,3811.19.00
,,,,2099.216,3707.10.00
,,,,2099.216,3707.90.10
,,,,2099.216,3707.90.21
,,,,2099.216,3707.90.29
,,,,2099.216,3707.90.30
,,,,2099.216,3707.90.90
,,,,2099.2175,3824.30.00
,,,,2099.2175,3824.60.00
,,,,2099.2175,3824.71.10
,,,,2099.2175,3824.71.90
,,,,2099.2175,3824.72.00
,,,,2099.2175,3824.73.00
,,,,2099.2175,3824.74.10
,,,,2099.2175,3824.74.20
,,,,2099.2175,3824.74.90
,,,,2099.2175,3824.75.00
,,,,2099.2175,3824.76.00
,,,,2099.2175,3824.77.00
,,,,2099.2175,3824.78.10
,,,,2099.2175,3824.78.90
,,,,2099.2175,3824.79.00
,,,,2099.2175,3824.81.10
,,,,2099.2175,3824.81.90
,,,,2099.2175,3824.82.00
,,,,2099.2175,3824.83.00
,,,,2099.2175,3824.90.11
,,,,2099.2175,3824.90.12
,,,,2099.2175,3824.90.13
,,,,2099.2175,3824.90.14
,,,,2099.2175,3824.90.15
,,,,2099.2175,3824.90.19
,,,,2099.2175,3824.90.21
,,,,2099.2175,3824.90.22
,,,,2099.2175,3824.90.23
,,,,2099.2175,3824.90.24
,,,,2099.2175,3824.90.25
,,,,2099.2175,3824.90.29
,,,,2099.2175,3824.90.31
,,,,2099.2175,3824.90.32
,,,,2099.2175,3824.90.33
,,,,2099.2175,3824.90.34
,,,,2099.2175,3824.90.35
,,,,2099.2175,3824.90.36
,,,,2099.2175,3824.90.39
,,,,2099.2175,3824.90.41
,,,,2099.2175,3824.90.42
,,,,2099.2175,3824.90.43
,,,,2099.2175,3824.90.49
,,,,2099.2175,3824.90.52
,,,,2099.2175,3824.90.54
,,,,2099.2175,3824.90.59
,,,,2099.2175,3824.90.71
,,,,2099.2175,3824.90.72
,,,,2099.2175,3824.90.73
,,,,2099.2175,3824.90.74
,,,,2099.2175,3824.90.75
,,,,2099.2175,3824.90.76
,,,,2099.2175,3824.90.77
,,,,2099.2175,3824.90.78
,,,,2099.2175,3824.90.79
,,,,2099.2175,3824.90.82
,,,,2099.2175,3824.90.83
,,,,2099.2175,3824.90.85
,,,,2099.2175,3824.90.87
,,,,2099.2175,3824.90.88
,,,,2099.2175,3824.90.89
,,,,2099.218,3504.00.20
,,,,2099.219,3822.00.10
,,,,2099.219,3822.00.90
,,,,2099.22,2710.91.00
,,,,2099.22,2710.99.00
,,,,2099.22,3825.41.00
,,,,2099.22,3825.49.00
,,,,2099.22,3825.50.00
,,,,2099.22,3825.61.00
,,,,2099.22,3825.69.00
,,,,2099.221,3824.90.25
,,,,2099.2225,2804.61.00
,,,,2099.2225,2804.69.00
,,,,2099.223,3215.90.00
,,,,2099.224,3213.10.00
,,,,2099.224,3213.90.00
,,,,2110.201,2933.39.94
,,,,2110.202,2934.99.44
,,,,2110.2035,2918.21.10
,,,,2110.2035,2918.21.20
,,,,2110.2035,2918.22.11
,,,,2110.2035,2918.22.12
,,,,2110.2035,2918.22.19
,,,,2110.2035,2918.22.20
,,,,2110.2035,2918.23.00
,,,,2110.204,2940.00.11
,,,,2110.204,2940.00.12
,,,,2110.204,2940.00.13
,,,,2110.204,2940.00.19
,,,,2110.204,2940.00.21
,,,,2110.204,2940.00.22
,,,,2110.204,2940.00.23
,,,,2110.204,2940.00.29
,,,,2110.204,2940.00.92
,,,,2110.204,2940.00.93
,,,,2110.204,2940.00.94
,,,,2110.204,2940.00.99
,,,,2110.205,2939.11.10
,,,,2110.205,2939.11.21
,,,,2110.205,2939.11.22
,,,,2110.205,2939.11.23
,,,,2110.205,2939.11.31
,,,,2110.205,2939.11.32
,,,,2110.205,2939.11.40
,,,,2110.205,2939.11.51
,,,,2110.205,2939.11.52
,,,,2110.205,2939.11.53
,,,,2110.205,2939.11.61
,,,,2110.205,2939.11.62
,,,,2110.205,2939.11.69
,,,,2110.205,2939.11.70
,,,,2110.205,2939.11.81
,,,,2110.205,2939.11.82
,,,,2110.205,2939.11.91
,,,,2110.205,2939.11.92
,,,,2110.205,2939.19.00
,,,,2110.205,2939.20.00
,,,,2110.205,2939.30.10
,,,,2110.205,2939.30.20
,,,,2110.205,2939.41.00
,,,,2110.205,2939.42.00
,,,,2110.205,2939.43.00
,,,,2110.205,2939.44.00
,,,,2110.205,2939.49.00
,,,,2110.205,2939.51.00
,,,,2110.205,2939.59.10
,,,,2110.205,2939.59.20
,,,,2110.205,2939.59.90
,,,,2110.205,2939.61.00
,,,,2110.205,2939.62.00
,,,,2110.205,2939.63.00
,,,,2110.205,2939.69.11
,,,,2110.205,2939.69.19
,,,,2110.205,2939.69.21
,,,,2110.205,2939.69.29
,,,,2110.205,2939.69.31
,,,,2110.205,2939.69.39
,,,,2110.205,2939.69.41
,,,,2110.205,2939.69.42
,,,,2110.205,2939.69.49
,,,,2110.205,2939.69.51
,,,,2110.205,2939.69.52
,,,,2110.205,2939.69.59
,,,,2110.205,2939.69.90
,,,,2110.205,2939.91.11
,,,,2110.205,2939.91.12
,,,,2110.205,2939.91.19
,,,,2110.205,2939.91.20
,,,,2110.205,2939.91.30
,,,,2110.205,2939.91.40
,,,,2110.205,2939.99.11
,,,,2110.205,2939.99.19
,,,,2110.205,2939.99.20
,,,,2110.205,2939.99.31
,,,,2110.205,2939.99.39
,,,,2110.205,2939.99.40
,,,,2110.205,2939.99.90
,,,,2110.206,3507.90.11
,,,,2110.2075,2941.10.10
,,,,2110.2075,2941.10.20
,,,,2110.2075,2941.10.31
,,,,2110.2075,2941.10.39
,,,,2110.2075,2941.10.41
,,,,2110.2075,2941.10.42
,,,,2110.2075,2941.10.43
,,,,2110.2075,2941.10.49
,,,,2110.2075,2941.10.90
,,,,2110.2075,2941.20.10
,,,,2110.2075,2941.20.90
,,,,2110.2075,2941.30.10
,,,,2110.2075,2941.30.20
,,,,2110.2075,2941.30.31
,,,,2110.2075,2941.30.32
,,,,2110.2075,2941.30.90
,,,,2110.2075,2941.40.11
,,,,2110.2075,2941.40.19
,,,,2110.2075,2941.40.20
,,,,2110.2075,2941.40.90
,,,,2110.2075,2941.50.10
,,,,2110.2075,2941.50.20
,,,,2110.2075,2941.50.90
,,,,2110.2075,2941.90.11
,,,,2110.2075,2941.90.12
,,,,2110.2075,2941.90.13
,,,,2110.2075,2941.90.19
,,,,2110.2075,2941.90.21
,,,,2110.2075,2941.90.22
,,,,2110.2075,2941.90.29
,,,,2110.2075,2941.90.31
,,,,2110.2075,2941.90.32
,,,,2110.2075,2941.90.34
,,,,2110.2075,2941.90.35
,,,,2110.2075,2941.90.36
,,,,2110.2075,2941.90.37
,,,,2110.2075,2941.90.39
,,,,2110.2075,2941.90.41
,,,,2110.2075,2941.90.42
,,,,2110.2075,2941.90.43
,,,,2110.2075,2941.90.49
,,,,2110.2075,2941.90.51
,,,,2110.2075,2941.90.59
,,,,2110.2075,2941.90.61
,,,,2110.2075,2941.90.62
,,,,2110.2075,2941.90.69
,,,,2110.2075,2941.90.71
,,,,2110.2075,2941.90.72
,,,,2110.2075,2941.90.73
,,,,2110.2075,2941.90.79
,,,,2110.2075,2941.90.81
,,,,2110.2075,2941.90.82
,,,,2110.2075,2941.90.83
,,,,2110.2075,2941.90.89
,,,,2110.2075,2941.90.91
,,,,2110.2075,2941.90.92
,,,,2110.2075,2941.90.99
,,,,2110.2085,2924.29.43
,,,,2110.209,2933.33.22
,,,,2110.21,2933.99.32
,,,,2110.211,2941.90.33
,,,,2110.212,2933.29.30
,,,,2110.2125,2934.30.10
,,,,2110.2125,2934.30.20
,,,,2110.2125,2934.30.30
,,,,2110.2125,2934.30.90
,,,,2110.213,2933.11.11
,,,,2110.213,2933.11.12
,,,,2110.213,2933.11.19
,,,,2110.213,2933.11.20
,,,,2110.213,2933.11.90
,,,,2110.213,2933.19.11
,,,,2110.213,2933.19.19
,,,,2110.213,2933.19.90
,,,,2110.214,2933.52.00
,,,,2110.214,2933.53.11
,,,,2110.214,2933.53.12
,,,,2110.214,2933.53.21
,,,,2110.214,2933.53.22
,,,,2110.214,2933.53.23
,,,,2110.214,2933.53.30
,,,,2110.214,2933.53.40
,,,,2110.214,2933.53.50
,,,,2110.214,2933.53.60
,,,,2110.214,2933.53.71
,,,,2110.214,2933.53.72
,,,,2110.214,2933.53.80
,,,,2110.214,2933.54.00
,,,,2110.214,2933.55.10
,,,,2110.214,2933.55.20
,,,,2110.214,2933.55.30
,,,,2110.214,2933.55.40
,,,,2110.214,2933.59.11
,,,,2110.214,2933.59.12
,,,,2110.214,2933.59.13
,,,,2110.214,2933.59.14
,,,,2110.214,2933.59.15
,,,,2110.214,2933.59.16
,,,,2110.214,2933.59.19
,,,,2110.214,2933.59.21
,,,,2110.214,2933.59.22
,,,,2110.214,2933.59.23
,,,,2110.214,2933.59.29
,,,,2110.214,2933.59.31
,,,,2110.214,2933.59.32
,,,,2110.214,2933.59.33
,,,,2110.214,2933.59.34
,,,,2110.214,2933.59.35
,,,,2110.214,2933.59.39
,,,,2110.214,2933.59.41
,,,,2110.214,2933.59.42
,,,,2110.214,2933.59.43
,,,,2110.214,2933.59.44
,,,,2110.214,2933.59.45
,,,,2110.214,2933.59.49
,,,,2110.214,2933.59.91
,,,,2110.214,2933.59.92
,,,,2110.214,2933.59.99
,,,,2110.2145,3002.90.99
,,,,2110.215,2933.49.19
,,,,2110.2215,2937.11.00
,,,,2110.2215,2937.12.00
,,,,2110.2215,2937.19.10
,,,,2110.2215,2937.19.20
,,,,2110.2215,2937.19.30
,,,,2110.2215,2937.19.40
,,,,2110.2215,2937.19.50
,,,,2110.2215,2937.19.90
,,,,2110.2215,2937.21.10
,,,,2110.2215,2937.21.20
,,,,2110.2215,2937.21.30
,,,,2110.2215,2937.21.40
,,,,2110.2215,2937.22.10
,,,,2110.2215,2937.22.21
,,,,2110.2215,2937.22.29
,,,,2110.2215,2937.22.31
,,,,2110.2215,2937.22.39
,,,,2110.2215,2937.22.90
,,,,2110.2215,2937.23.10
,,,,2110.2215,2937.23.21
,,,,2110.2215,2937.23.22
,,,,2110.2215,2937.23.29
,,,,2110.2215,2937.23.31
,,,,2110.2215,2937.23.39
,,,,2110.2215,2937.23.41
,,,,2110.2215,2937.23.42
,,,,2110.2215,2937.23.49
,,,,2110.2215,2937.23.51
,,,,2110.2215,2937.23.59
,,,,2110.2215,2937.23.60
,,,,2110.2215,2937.23.70
,,,,2110.2215,2937.23.91
,,,,2110.2215,2937.23.92
,,,,2110.2215,2937.23.99
,,,,2110.2215,2937.29.10
,,,,2110.2215,2937.29.20
,,,,2110.2215,2937.29.31
,,,,2110.2215,2937.29.39
,,,,2110.2215,2937.29.40
,,,,2110.2215,2937.29.50
,,,,2110.2215,2937.29.60
,,,,2110.2215,2937.29.90
,,,,2110.2215,2937.50.00
,,,,2110.2215,2937.90.10
,,,,2110.2215,2937.90.30
,,,,2110.2215,2937.90.40
,,,,2110.2215,2937.90.90
,,,,2110.217,2933.99.31
,,,,2110.2185,2922.49.61
,,,,2110.2185,2922.49.62
,,,,2110.223,2905.43.00
,,,,2110.224,2924.29.52
,,,,2110.225,2933.29.12
,,,,2110.226,2936.21.11
,,,,2110.226,2936.21.12
,,,,2110.226,2936.21.13
,,,,2110.226,2936.21.19
,,,,2110.226,2936.21.90
,,,,2110.226,2936.22.10
,,,,2110.226,2936.22.20
,,,,2110.226,2936.22.90
,,,,2110.226,2936.23.10
,,,,2110.226,2936.23.20
,,,,2110.226,2936.23.90
,,,,2110.226,2936.24.10
,,,,2110.226,2936.24.90
,,,,2110.226,2936.25.10
,,,,2110.226,2936.25.20
,,,,2110.226,2936.25.90
,,,,2110.226,2936.26.10
,,,,2110.226,2936.26.20
,,,,2110.226,2936.26.30
,,,,2110.226,2936.26.90
,,,,2110.226,2936.27.10
,,,,2110.226,2936.27.20
,,,,2110.226,2936.27.90
,,,,2110.226,2936.28.11
,,,,2110.226,2936.28.12
,,,,2110.226,2936.28.19
,,,,2110.226,2936.28.90
,,,,2110.226,2936.29.11
,,,,2110.226,2936.29.19
,,,,2110.226,2936.29.21
,,,,2110.226,2936.29.29
,,,,2110.226,2936.29.31
,,,,2110.226,2936.29.39
,,,,2110.226,2936.29.40
,,,,2110.226,2936.29.51
